text,department,intent
"Listen here, Horrible infra illegal massive encroachment on footpaths in kalyan east bmc is totally blind",revenue,complaint
update on service request sr- 8902 is waiting for 1 month straight plz help,disaster_management,status_check
@corporator plz arrange daily rod sweeping service ward 10 jaldi bhejo team pls,solid_waste,service_request
application submitted for tree pruning and heavy branch cutting ward 10 plz.,parks,service_request
🚨 flyover bridge cracking and sinking right now!! ambulance need urjent !!!,roads,emergency
@mayor Sick of this zero water supply since 4 straight days at mg road signal kuch toh sharam karo bmc,water_supply,complaint
Hello application submitted for mosquito fogging in entire residential society immediately kripya dhyan de,health,service_request
bhai fatal accident multiple injured ward 15 send fire brigade fast ??,roads,emergency
"dear sir, require daily road sweeping service in my society very urgent request.",solid_waste,service_request
severe flooding water entering living room right here ambulance need urjent ??,disaster_management,emergency
To ward officer: Please arrange mosquito fogging in entire residential society in sector 5 thanks in advance. ??,health,service_request
Hello I need info on renew my commercial trade license ? anyone?,revenue,query
Every single day same painful issue: I am extremely angry illegal massive encroachment on footpaths in entire IT sector bmc is totally blind,revenue,complaint
Please tell grievance ticket REQ-012 is pending since 3 weeks kuch karo iska !!!,solid_waste,status_check
hello i am formally applying for pest control chemical spraying here paying heavy taxes for this,health,service_request
@bmc i am extremely angry paani ki main pipe toot gayi hai drinking wter leaks in kalyan east do ur goddamn job,water_supply,complaint
To ward officer: Please provide drinking water tanker delivery main road jaldi bhejo team pls,water_supply,service_request
What is happening with complaint no BMC-1929 is pending since 3 weeks solve this asapp !!! ??,health,status_check
We need new garbage bins provision for our gully nagar kindly do it.,solid_waste,service_request
Status of application number 992A is pending since 3 weeks kuch karo iska !!!,water_supply,status_check
kya hua complaint no bmc-1929 is no reply from officials kab hoga finally?,parks,status_check
"Dear Sir, Request for new garbage bins provision for our gully in sector 5 kripya dhyan de !!! ??",solid_waste,service_request
help! massive fire outbreak near transformer near dadar station kuch karo bhagwan ke liye !!!,disaster_management,emergency
@pmcpune kaise kare which department handles potholes kidhar milega form?,roads,query
"listen here, complaint regarding kachra gaadi hasn't come for a week right outside my house door kuch toh sharam karo bmc",solid_waste,complaint
Where can I find garbge truck daily timing website link dena? thanks,solid_waste,query
"listen here, kyahai yeh mcd gutter floating on streets pure sewage at mg road signal shameful reality",sewerage,complaint
@mayor horrible infra gutter floating on streets pure sewage in kalyan east wtf administration ??,sewerage,complaint
To ward officer: application submitted for pest control chemical spraying nagar kindly do it. !!!,health,service_request
Question: kaha se check ward map zoning restrictions plz. thanks ??,revenue,query
kya hua grievance ticket 8902 is nobody from bmc came solve this asapp ??,sewerage,status_check
Hey bmc I need info on get a birth certificate registration done urgent question!! fast reply needed,health,query
track service request sr- 992a is dikha raha hai open but nobody working why delay? !!!,electricity,status_check
reporting total failure of huge crater potholes cracking my car suspension in kalyan east kuch toh sharam karo bmc !!!,roads,complaint
"Listen here, Worst city management illegal massive encroachment on footpaths in entire IT sector solve it officially",revenue,complaint
plz sir status of complaint no REQ-012 is not resolved yet on portal @bmc,parks,status_check
@corporator require mosquito fogging in entire residential society here kripya dhyan de ??,health,service_request
kya hua complaint ID XXXXX is nobody from bmc came why delay?,solid_waste,status_check
@PMCPune I need info on contact the local ward officer or corporator ?,revenue,query
hello arrange daily rod sweeping service in sector 5 thanks in advance.,solid_waste,service_request
track service request sr- 45928 is no reply from officials @bmc ??,health,status_check
bhai flyover bridge cracking and sinking ward 15 jaldi aao pls ??,roads,emergency
Check reference ID 992A is dikha raha hai open but nobody working kuch karo iska !!!,roads,status_check
urgent: huge rabid dog attacked kids right now!! ambulance need urjent,health,emergency
"listen here, kyahai yeh mcd gutter floating on streets pure sewage all over this garbage city shameful reality",sewerage,complaint
someone come quick glae mein paani bhar gaya hai log doob rahe at our residential society ambulance need urjent,disaster_management,emergency
@mayor disgusting neglect huge crater potholes cracking my car suspension right outside my house door wtf administration,roads,complaint
pls send team fast live high tension wire snapped and fell in bandra ambulance need urjent !!!,electricity,emergency
Immediate action needed aag lag gayi hai 3rd floor mein at our residential society bachao !!!,disaster_management,emergency
Hello kaha se find garbge truck daily timing plz tell bro fast reply needed ??,solid_waste,query
to ward officer: plz arrange drinking water tanker delivery near public park kindly do it.,water_supply,service_request
someone come quick huge banyan tree fell on main road immediately do something quick,disaster_management,emergency
"Dear Sir, I am formally applying for tree pruning and heavy branch cutting in my society kindly do it.",parks,service_request
pls send team fast huge banyan tree fell on main road at our residential society kuch karo bhagwan ke liye,disaster_management,emergency
@bmc kyahai yeh mcd huge crater potholes cracking my car suspension in entire it sector shameful reality,roads,complaint
🚨 current lag raha hai nange taar se right now!! send fire brigade fast,electricity,emergency
"listen here, reporting total failure of zero water supply since 4 straight days at mg road signal bmc is totally blind !!! ??",water_supply,complaint
Track application number BMC-1929 is waiting for 1 month straight why delay? ??,water_supply,status_check
Question: Where can I check ward map zoning restrictions urgent question!! anyone? !!! ??,revenue,query
